ID,Player,Alignment,Faction Outcome,First Hit,Last Hit,# of Hits,"Death/
 Survival",Inactive,GM,Mod,Spec,Game Type,Game #,,Broken,Role,,,,,,,,
1280,Wyrmhero,,,,,,,,,,Y,MR,10,MR10,Y,Spec,,,,,,,,
1281,Sart,G,L,1,1,1,L,,,,,MR,10,MR10,Y,,,,,,,,,
1282,Jain,G,L,8,8,1,E,,,,,MR,10,MR10,Y,,,,,,,,,
1283,Kasimir,,,,,,,,Y,,,MR,10,MR10,Y,GM,,,,,,,,
1284,Twei,E,W,,,0,S,,,,,MR,10,MR10,Y,,,,,,,,,
1285,Araris Valerian,G,L,5,5,1,E,,,,,MR,10,MR10,Y,,,,,,,,,
1286,Seonid,G,L,11,11,1,L,,,,,MR,10,MR10,Y,,,,,,,,,
1287,dowanx,,,,,,,,,,Y,MR,10,MR10,Y,Spec,,,,,,,,
1288,Ostrich,,,,,,,,,,Y,MR,10,MR10,Y,Spec,,,,,,,,
1289,Bort,G,L,8,1,2,E,,,,,MR,10,MR10,Y,,,,,,,,,
1290,Kipper,G,L,4,4,1,F,,,,,MR,10,MR10,Y,,,,,,,,,
1291,Feligon,E,W,,,0,S,,,,,MR,10,MR10,Y,,,,,,,,,
1292,Clanky,G,L,9,9,1,L,,,,,MR,10,MR10,Y,,,,,,,,,
1293,Phattemer,G,L,7,7,1,E,,,,,MR,10,MR10,Y,,,,,,,,,
1294,Honey Badger,G,L,4,4,1,E,,,,,MR,10,MR10,Y,,,,,,,,,
1295,Haelbarde,G,L,2,2,1,E,,,,,MR,10,MR10,Y,,,,,,,,,
1296,Orlok Tsubodai,G,L,5,5,1,F,,,,,MR,10,MR10,Y,,,,,,,,,
1297,Anamaximder,G,L,1,11,1,E,,,,,MR,10,MR10,Y,,,,,,,,,
1298,Zas,G,L,6,6,1,F,,,,,MR,10,MR10,Y,,,,,,,,,
1299,Burnt Spaghetti,G,L,9,9,1,E,,,,,MR,10,MR10,Y,,,,,,,,,
1300,Shallan,G,L,4,4,1,E,,,,,MR,10,MR10,Y,,,,,,,,,
1301,Bridge Boy/Elithanathile,,,,,,,,,,Y,MR,10,MR10,Y,Spec,,,,,,,,
1302,Paranoid King,E,W,,,0,S,,,,,MR,10,MR10,Y,,,,,,,,,
1303,TheMightyLopen,G,L,,,0,S,,,,,MR,10,MR10,Y,,,,,,,,,
1304,RippleGylf,G,L,9,9,1,E,,,,,MR,10,MR10,Y,,,,,,,,,
1305,STINK,G,L,4,4,1,L,,,,,MR,10,MR10,Y,,,,,,,,,
1306,Amanuensis,E,W,2,,2,S,,,,,MR,10,MR10,Y,,,,,,,,,
1307,polkinghornhd,E,W,,,0,S,,,,,MR,10,MR10,Y,,,,,,,,,
1308,Creccio,G,L,4,6,3,L,,,,,MR,10,MR10,Y,,,,,,,,,
1309,Hellscythe,G,L,1,2,3,L,,,,,MR,10,MR10,Y,,,,,,,,,
1310,Arraenae,G,L,1,1,1,F,,,,,MR,10,MR10,Y,,,,,,,,,
1311,Kaid,,,,,,,,,,Y,MR,10,MR10,Y,Spec,,,,,,,,
1312,Elbereth,G,L,,,0,S,,,,,MR,10,MR10,Y,,,,,,,,,
1313,Queensteph,,,,,,,,,,Y,MR,10,MR10,Y,Spec,,,,,,,,
1314,Elkanah,G,L,1,1,1,E,,,,,MR,10,MR10,Y,,,,,,,,,
1315,Tony Shark,E,W,,,0,S,,,,,MR,10,MR10,Y,,,,,,,,,
1316,Kynedath,G,L,8,11,1,E,,,,,MR,10,MR10,Y,,,,,,,,,
1317,Starry Smite,G,L,3,3,1,E,,,,,MR,10,MR10,Y,,,,,,,,,
1318,DeathClutch,G,L,6,6,1,E,,,,,MR,10,MR10,Y,,,,,,,,,
1319,Mace Windu,G,L,2,2,1,F,,,,,MR,10,MR10,Y,,,,,,,,,
1320,Kamyle,,,,,,,,,,Y,MR,10,MR10,Y,Spec,,,,,,,,
1321,Meta,,,,,,,,Y,,,AG,2,AG2,,GM,,,,,,,,
1322,Mailliw73,G,L,8,8,1,L,,,,,AG,2,AG2,,,,,,,,,,
1323,Claincy,,,,,,,,,,Y,AG,2,AG2,,Spec,,,,,,,,
1324,little wilson,,,,,,,,,Y,,AG,2,AG2,,IM,,,,,,,,
1325,Weiry,G,L,,,0,S,,,,,AG,2,AG2,,,,,,,,,,
1326,Alvron,G,L,9,9,1,E,,,,,AG,2,AG2,,,,,,,,,,
1327,Aonar,,,,,,,,,,Y,AG,2,AG2,,Spec,,,,,,,,
1328,Herowannabe,G,L,9,9,1,L,,,,,AG,2,AG2,,,,,,,,,,
1329,Luckat,G,L,1,1,1,E,,,,,AG,2,AG2,,,,,,,,,,
1330,Wyrmhero,G,L,6,6,1,E,,,,,AG,2,AG2,,,,,,,,,,
1331,Sart,G,L,,,0,S,,,,,AG,2,AG2,,,,,,,,,,
1332,Jain,G,L,6,,1,S,,,,,AG,2,AG2,,,,,,,,,,
1333,Kasimir,G,L,4,4,1,E,,,,,AG,2,AG2,,,,,,,,,,
1334,Twei,,,,,,,,,,Y,AG,2,AG2,,Spec,,,,,,,,
1335,Araris Valerian,G,L,2,2,1,E,,,,,AG,2,AG2,,,,,,,,,,
1336,Seonid,G,L,1,1,1,E,,,,,AG,2,AG2,,,,,,,,,,
1337,Ostrich,,,,,,,,,,Y,AG,2,AG2,,Spec,,,,,,,,
1338,Bort,G,L,,,0,S,,,,,AG,2,AG2,,,,,,,,,,
1339,Kipper,G,L,7,7,1,E,,,,,AG,2,AG2,,,,,,,,,,
1340,Feligon,,,,,,,,,,Y,AG,2,AG2,,Spec,,,,,,,,
1341,Clanky,,,,,,,,,,Y,AG,2,AG2,,Spec,,,,,,,,
1342,Phattemer,G,L,1,1,1,L,,,,,AG,2,AG2,,,,,,,,,,
1343,Honey Badger,,,,,,,,,,Y,AG,2,AG2,,Spec,,,,,,,,
1344,Haelbarde,G,L,8,8,1,E,,,,,AG,2,AG2,,,,,,,,,,
1345,Orlok Tsubodai,G,L,,,0,S,,,,,AG,2,AG2,,,,,,,,,,
1346,Anamaximder,G,L,4,4,1,L,,,,,AG,2,AG2,,,,,,,,,,
1347,Zas,,,,,,,,,,Y,AG,2,AG2,,Spec,,,,,,,,
1348,Burnt Spaghetti,,,,,,,,,,Y,AG,2,AG2,,Spec,,,,,,,,
1349,Shallan,G,L,,,0,I,Y,,,,AG,2,AG2,,,,,,,,,,
1350,Bridge Boy/Elithanathile,,,,,,,,,,Y,AG,2,AG2,,Spec,,,,,,,,
1351,Paranoid King,,,,,,,,,,Y,AG,2,AG2,,Spec,,,,,,,,
1352,TheMightyLopen,E,W,1,1,1,L,,,,,AG,2,AG2,,,,,,,,,,
1353,RippleGylf,E,W,,,0,S,,,,,AG,2,AG2,,,,,,,,,,
1354,STINK,G,L,5,5,1,E,,,,,AG,2,AG2,,,,,,,,,,
1355,Amanuensis,G,L,3,3,1,E,,,,,AG,2,AG2,,,,,,,,,,
1356,polkinghornhd,,,,,,,,,,Y,AG,2,AG2,,Spec,,,,,,,,
1357,Creccio,G,L,11,11,1,E,,,,,AG,2,AG2,,,,,,,,,,
1358,Hellscythe,G,L,5,5,1,L,,,,,AG,2,AG2,,,,,,,,,,
1359,Arraenae,,,,,,,,,,Y,AG,2,AG2,,Spec,,,,,,,,
1360,Elbereth,G,L,,,0,S,,,,,AG,2,AG2,,,,,,,,,,
1361,Queensteph,,,,,,,,,,Y,AG,2,AG2,,Spec,,,,,,,,
1362,Elkanah,E,W,,,0,S,,,,,AG,2,AG2,,,,,,,,,,
1363,Tony Shark,,,,,,,,,,Y,AG,2,AG2,,Spec,,,,,,,,
1364,Kynedath,,,,,,,,,,Y,AG,2,AG2,,Spec,,,,,,,,
1365,DeathClutch,,,,,,,,,,Y,AG,2,AG2,,Spec,,,,,,,,
1366,Mark IV,E,W,,,0,S,,,,,AG,2,AG2,,,,,,,,,,
1367,Mashadar Mistborn,E,W,,,0,S,,,,,AG,2,AG2,,,,,,,,,,
1368,Kamyle,,,,,,,,,,Y,AG,2,AG2,,Spec,,,,,,,,
1369,Meta,,,,,,,,,,Y,QF,12,QF12,,Spec,,,,,,,,
1370,Mailliw73,N,L,,,,N,,,,,QF,12,QF12,,,,,,,,,,
1371,little wilson,,,,,,,,,,Y,QF,12,QF12,,Spec,,,,,,,,
1372,Alvron,,,,,,,,,Y,,QF,12,QF12,,IM,,,,,,,,
1373,Herowannabe,,,,,,,,,,Y,QF,12,QF12,,Spec,,,,,,,,
1374,Luckat,,,,,,,,,,Y,QF,12,QF12,,Spec,,,,,,,,
1375,Wyrmhero,,,,,,,,,,Y,QF,12,QF12,,Spec,,,,,,,,
1376,Sart,,,,,,,,,,Y,QF,12,QF12,,Spec,,,,,,,,
1377,Twei,,,,,,,,,,Y,QF,12,QF12,,Spec,,,,,,,,
1378,Araris Valerian,G,L,,,,M,,,,,QF,12,QF12,,,,,,,,,,
1379,Seonid,,,,,,,,,,Y,QF,12,QF12,,Spec,,,,,,,,
1380,Ostrich,,,,,,,,,,Y,QF,12,QF12,,Spec,,,,,,,,
1381,Bort,,,,,,,,,,Y,QF,12,QF12,,Spec,,,,,,,,
1382,Kipper,E,W,,,,S,,,,,QF,12,QF12,,,,,,,,,,
1383,Feligon,,,,,,,,,,Y,QF,12,QF12,,Spec,,,,,,,,
1384,Clanky,G,L,,,,L,,,,,QF,12,QF12,,,,,,,,,,
1385,Phattemer,,,,,,,,Y,,,QF,12,QF12,,GM,,,,,,,,
1386,Honey Badger,,,,,,,,,,Y,QF,12,QF12,,Spec,,,,,,,,
1387,Haelbarde,,,,,,,,,,Y,QF,12,QF12,,Spec,,,,,,,,
1388,TheSilverDragon,G,L,,,,F,,,,,QF,12,QF12,,,,,,,,,,
1389,Orlok Tsubodai,G,L,,,,S,,,,,QF,12,QF12,,,,,,,,,,
1390,Anamaximder,G,L,,,,L,,,,,QF,12,QF12,,,,,,,,,,
1391,Burnt Spaghetti,,,,,,,,,,Y,QF,12,QF12,,Spec,,,,,,,,
1392,Shallan,,,,,,,,,,Y,QF,12,QF12,,Spec,,,,,,,,
1393,Bridge Boy/Elithanathile,G,L,,,,E,,,,,QF,12,QF12,,,,,,,,,,
1394,Paranoid King,G,L,,,,S,,,,,QF,12,QF12,,,,,,,,,,
1395,TheMightyLopen,E,W,,,,S,,,,,QF,12,QF12,,,,,,,,,,
1396,RippleGylf,G,L,,,,S,,,,,QF,12,QF12,,,,,,,,,,
1397,STINK,,,,,,,,,,Y,QF,12,QF12,,Spec,,,,,,,,
1398,Amanuensis,N,L,,,,V,,,,,QF,12,QF12,,,,,,,,,,
1399,polkinghornhd,,,,,,,,,,Y,QF,12,QF12,,Spec,,,,,,,,
1400,Creccio,,,,,,,,,,Y,QF,12,QF12,,Spec,,,,,,,,
1401,Hellscythe,G,L,,,,N,,,,,QF,12,QF12,,,,,,,,,,
1402,Arraenae,E,W,,,,L,,,,,QF,12,QF12,,,,,,,,,,
1403,Elbereth,G,L,,,1,E,,,,,QF,12,QF12,,,,,,,,,,
1404,Queensteph,G,L,,,,L,,,,,QF,12,QF12,,,,,,,,,,
1405,Elkanah,G,L,,,,E,,,,,QF,12,QF12,,,,,,,,,,
1406,Tony Shark,,,,,,,,,,Y,QF,12,QF12,,Spec,,,,,,,,
1407,Kynedath,G,L,,,,E,,,,,QF,12,QF12,,,,,,,,,,
1408,DeathClutch,,,,,,,,,,Y,QF,12,QF12,,Spec,,,,,,,,
1409,Mark IV,,,,,,,,,,Y,QF,12,QF12,,Spec,,,,,,,,
1410,Mashadar Mistborn,,,,,,,,,,Y,QF,12,QF12,,Spec,,,,,,,,
1411,Kamyle,E,W,,,,S,,,,,QF,12,QF12,,,,,,,,,,
1412,Meta,G,W,,,,L,,,,,LG,16,LG16,,,,,,,,,,
1413,Mailliw73,G,W,,,,E,,,,,LG,16,LG16,,,,,,,,,,
1414,little wilson,,,,,,,,,Y,,LG,16,LG16,,IM,,,,,,,,
1415,Alvron,,,,,,,,Y,,,LG,16,LG16,,GM,,,,,,,,
1416,Luckat,,,,,,,,,,Y,LG,16,LG16,,Spec,,,,,,,,
1417,Wyrmhero,,,,,,,,,,Y,LG,16,LG16,,Spec,,,,,,,,
1418,Sart,,,,,,,,,,Y,LG,16,LG16,,Spec,,,,,,,,
1419,Twei,G,W,,,,S,,,,,LG,16,LG16,,,,,,,,,,
1420,Araris Valerian,G,W,,,,E,,,,,LG,16,LG16,,,,,,,,,,
1421,Seonid,,,,,,,,,,Y,LG,16,LG16,,Spec,,,,,,,,
1422,Ostrich,,,,,,,,,,Y,LG,16,LG16,,Spec,,,,,,,,
1423,Kipper,E,L,,,,L,,,,,LG,16,LG16,,,,,,,,,,
1424,Feligon,,,,,,,,,,Y,LG,16,LG16,,Spec,,,,,,,,
1425,Clanky,G,W,,,,E,,,,,LG,16,LG16,,,,,,,,,,
1426,Phattemer,M,L,,,,L,,,,,LG,16,LG16,,,,,,,,,,
1427,Honey Badger,,,,,,,,,,Y,LG,16,LG16,,Spec,,,,,,,,
1428,Haelbarde,,,,,,,,,,Y,LG,16,LG16,,Spec,,,,,,,,
1429,TheSilverDragon,,,,,,,,,,Y,LG,16,LG16,,Spec,,,,,,,,
1430,Orlok Tsubodai,G,W,,,,I,Y,,,,LG,16,LG16,,,,,,,,,,
1431,Anamaximder,,,,,,,,,,Y,LG,16,LG16,,Spec,,,,,,,,
1432,Burnt Spaghetti,G,W,,,,F,,,,,LG,16,LG16,,,,,,,,,,
1433,Shallan,G,W,,,,E,,,,,LG,16,LG16,,,,,,,,,,
1434,Bridge Boy/Elithanathile,,,,,,,,,,Y,LG,16,LG16,,Spec,,,,,,,,
1435,Paranoid King,,,,,,,,,,Y,LG,16,LG16,,Spec,,,,,,,,
1436,TheMightyLopen,E,L,,,,M,,,,,LG,16,LG16,,,,,,,,,,
1437,RippleGylf,,,,,,,,,,Y,LG,16,LG16,,Spec,,,,,,,,
1438,STINK,G,W,,,,F,,,,,LG,16,LG16,,,,,,,,,,
1439,Amanuensis,G,W,,,,L,,,,,LG,16,LG16,,,,,,,,,,
1440,polkinghornhd,,,,,,,,,,Y,LG,16,LG16,,Spec,,,,,,,,
1441,Hellscythe,G,W,,,,E,,,,,LG,16,LG16,,,,,,,,,,
1442,Arraenae,,,,,,,,,,Y,LG,16,LG16,,Spec,,,,,,,,
1443,Elbereth,G,W,,,0,S,,,,,LG,16,LG16,,,,,,,,,,
1444,Queensteph,,,,,,,,,,Y,LG,16,LG16,,Spec,,,,,,,,
1445,Elkanah,G,W,,,,F,,,,,LG,16,LG16,,,,,,,,,,
1446,Kynedath,E,L,,,,L,,,,,LG,16,LG16,,,,,,,,,,
1447,DeathClutch,G,W,,,,L,,,,,LG,16,LG16,,,,,,,,,,
1448,Mark IV,E,L,,,,L,,,,,LG,16,LG16,,,,,,,,,,
1449,Mashadar Mistborn,,,,,,,,,,Y,LG,16,LG16,,Spec,,,,,,,,
1450,Kamyle,,,,,,,,,,Y,LG,16,LG16,,Spec,,,,,,,,
1451,Meta,,,,,,,,,,Y,MR,11,MR11,,Spec,,,,,,,,
1452,Mailliw73,G,L,,,,L,,,,,MR,11,MR11,,,,,,,,,,
1453,little wilson,,,,,,,,,,Y,MR,11,MR11,,Spec,,,,,,,,
1454,Alvron,,,,,,,,,Y,,MR,11,MR11,,IM,,,,,,,,
1455,Luckat,G,L,,,,E,,,,,MR,11,MR11,,,,,,,,,,
1456,Wyrmhero,,,,,,,,,,Y,MR,11,MR11,,Spec,,,,,,,,
1457,Sart,,,,,,,,,,Y,MR,11,MR11,,Spec,,,,,,,,
1458,Twei,,,,,,,,Y,,,MR,11,MR11,,GM,,,,,,,,
1459,Araris Valerian,,,,,,,,,,Y,MR,11,MR11,,Spec,,,,,,,,
1460,Eolhondras,,,,,,,,Y,,,MR,11,MR11,,GM,,,,,,,,
1461,Seonid,,,,,,,,,,Y,MR,11,MR11,,Spec,,,,,,,,
1462,Ostrich,,,,,,,,,,Y,MR,11,MR11,,Spec,,,,,,,,
1463,Kipper,,,,,,,,,,Y,MR,11,MR11,,Spec,,,,,,,,
1464,Feligon,,,,,,,,,,Y,MR,11,MR11,,Spec,,,,,,,,
1465,Clanky,E,W,,,,S,,,,,MR,11,MR11,,,,,,,,,,
1466,Phattemer,G,W,,,,L,,,,,MR,11,MR11,,,,,,,,,,
1467,Haelbarde,,,,,,,,,,Y,MR,11,MR11,,Spec,,,,,,,,
1468,TheSilverDragon,G,L,,,,L,,,,,MR,11,MR11,,,,,,,,,,
1469,Orlok Tsubodai,,,,,,,,,,Y,MR,11,MR11,,Spec,,,,,,,,
1470,Anamaximder,,,,,,,,,,Y,MR,11,MR11,,Spec,,,,,,,,
1471,Burnt Spaghetti,,,,,,,,,,Y,MR,11,MR11,,Spec,,,,,,,,
1472,Shallan,G,L,,,,N,,,,,MR,11,MR11,,,,,,,,,,
1473,Bridge Boy/Elithanathile,,,,,,,,,,Y,MR,11,MR11,,Spec,,,,,,,,
1474,Paranoid King,G,L,,,,E,,,,,MR,11,MR11,,,,,,,,,,
1475,TheMightyLopen,G,L,,,,S,,,,,MR,11,MR11,,,,,,,,,,
1476,RippleGylf,G,L,,,,E,,,,,MR,11,MR11,,,,,,,,,,
1477,STINK,G,L,,,,E,,,,,MR,11,MR11,,,,,,,,,,
1478,Amanuensis,E,W,,,,S,,,,,MR,11,MR11,,,,,,,,,,
1479,polkinghornhd,G,L,,,,L,,,,,MR,11,MR11,,,,,,,,,,
1480,Hellscythe,G,L,,,,N,,,,,MR,11,MR11,,,,,,,,,,
1481,Arraenae,G,L,,,,L,,,,,MR,11,MR11,,,,,,,,,,
1482,Elbereth,E,W,,,,S,,,,,MR,11,MR11,,,,,,,,,,
1483,Queensteph,,,,,,,,,,Y,MR,11,MR11,,Spec,,,,,,,,
1484,Elkanah,G,L,,,,L,,,,,MR,11,MR11,,,,,,,,,,
1485,Kynedath,E,W,,,,S,,,,,MR,11,MR11,,,,,,,,,,
1486,DeathClutch,,,,,,,,,,Y,MR,11,MR11,,Spec,,,,,,,,
1487,Mark IV,,,,,,,,,,Y,MR,11,MR11,,Spec,,,,,,,,
1488,Mashadar Mistborn,,,,,,,,,,Y,MR,11,MR11,,Spec,,,,,,,,
1489,Kamyle,,,,,,,,,,Y,MR,11,MR11,,Spec,,,,,,,,
1490,Water,G,L,,,,S,,,,,MR,11,MR11,,,,,,,,,,
1491,Meta,,,,,,,,,,Y,LG,17,LG17,,Spec,,,,,,,,
1492,Mailliw73,G,W,,,,E,,,,,LG,17,LG17,,,,,,,,,,
1493,little wilson,,,,,,,,,Y,,LG,17,LG17,,IM,,,,,,,,
1494,Alvron,,,,,,,,,,Y,LG,17,LG17,,Spec,,,,,,,,
1495,Luckat,G,W,,,,E,,,,,LG,17,LG17,,,,,,,,,,
1496,Wyrmhero,,,,,,,,Y,,,LG,17,LG17,,GM,,,,,,,,
1497,Sart,,,,,,,,,,Y,LG,17,LG17,,Spec,,,,,,,,
1498,Araris Valerian,G,W,,,,I,Y,,,,LG,17,LG17,,,,,,,,,,
1499,Seonid,,,,,,,,,,Y,LG,17,LG17,,Spec,,,,,,,,
1500,Ostrich,,,,,,,,,,Y,LG,17,LG17,,Spec,,,,,,,,
1501,Kipper,,,,,,,,,,Y,LG,17,LG17,,Spec,,,,,,,,
1502,Clanky,G,W,,,,S,,,,,LG,17,LG17,,,,,,,,,,
1503,Phattemer,E,L,,,,L,,,,,LG,17,LG17,,,,,,,,,,
1504,Haelbarde,,,,,,,,,,Y,LG,17,LG17,,Spec,,,,,,,,
1505,TheSilverDragon,G,W,,,,I,Y,,,,LG,17,LG17,,,,,,,,,,
1506,Orlok Tsubodai,G,W,,,,E,,,,,LG,17,LG17,,,,,,,,,,
1507,Anamaximder,G,W,,,,I,Y,,,,LG,17,LG17,,,,,,,,,,
1508,Burnt Spaghetti,G,W,,,,E,,,,,LG,17,LG17,,,,,,,,,,
1509,Shallan,G,W,,,,S,,,,,LG,17,LG17,,,,,,,,,,
1510,Bridge Boy/Elithanathile,G,W,,,,E,,,,,LG,17,LG17,,,,,,,,,,
1511,Paranoid King,,,,,,,,,,Y,LG,17,LG17,,Spec,,,,,,,,
1512,TheMightyLopen,G,W,,,,S,,,,,LG,17,LG17,,,,,,,,,,
1513,RippleGylf,G,W,,,,E,,,,,LG,17,LG17,,,,,,,,,,
1514,STINK,G,W,,,,L,,,,,LG,17,LG17,,,,,,,,,,
1515,Amanuensis,E,L,,,,V,,,,,LG,17,LG17,,,,,,,,,,
1516,polkinghornhd,,,,,,,,,,Y,LG,17,LG17,,Spec,,,,,,,,
1517,Hellscythe,E,L,,,,L,,,,,LG,17,LG17,,,,,,,,,,
1518,Arraenae,E,L,,,,L,,,,,LG,17,LG17,,,,,,,,,,
1519,Elbereth,G,W,,,1,E,,,,,LG,17,LG17,,,,,,,,,,
1520,Elkanah,G,W,,,,I,Y,,,,LG,17,LG17,,,,,,,,,,
1521,Kynedath,G,W,,,,S,,,,,LG,17,LG17,,,,,,,,,,
1522,DeathClutch,,,,,,,,,,Y,LG,17,LG17,,Spec,,,,,,,,
1523,Mark IV,,,,,,,,,,Y,LG,17,LG17,,Spec,,,,,,,,
1524,Mashadar Mistborn,,,,,,,,,,Y,LG,17,LG17,,Spec,,,,,,,,
1525,Water,,,,,,,,,,Y,LG,17,LG17,,Spec,,,,,,,,
1526,Luna,G,W,,,,L,,,,,LG,17,LG17,,,,,,,,,,
1527,Meta,,,,,,,,,Y,,QF,13,QF13,Y,IM,,,,,,,,
1528,Mailliw73,G,W,,,,L,,,,,QF,13,QF13,Y,,,,,,,,,
1529,little wilson,,,,,,,,,,Y,QF,13,QF13,Y,Spec,,,,,,,,
1530,Alvron,E,L,,,,L,,,,,QF,13,QF13,Y,,,,,,,,,
1531,Luckat,,,,,,,,,,Y,QF,13,QF13,Y,Spec,,,,,,,,
1532,Wyrmhero,,,,,,,,,,Y,QF,13,QF13,Y,Spec,,,,,,,,
1533,Sart,G,W,,,,S,,,,,QF,13,QF13,Y,,,,,,,,,
1534,Araris Valerian,,,,,,,,,,Y,QF,13,QF13,Y,Spec,,,,,,,,
1535,Seonid,,,,,,,,,,Y,QF,13,QF13,Y,Spec,,,,,,,,
1536,Ostrich,,,,,,,,,,Y,QF,13,QF13,Y,Spec,,,,,,,,
1537,Kipper,G,W,,,,S,,,,,QF,13,QF13,Y,,,,,,,,,
1538,Clanky,G,W,,,,E,,,,,QF,13,QF13,Y,,,,,,,,,
1539,Phattemer,,,,,,,,,,Y,QF,13,QF13,Y,Spec,,,,,,,,
1540,Haelbarde,,,,,,,,,,Y,QF,13,QF13,Y,Spec,,,,,,,,
1541,TheSilverDragon,,,,,,,,,,Y,QF,13,QF13,Y,Spec,,,,,,,,
1542,Orlok Tsubodai,G,W,,,,S,,,,,QF,13,QF13,Y,,,,,,,,,
1543,Anamaximder,E,L,,,,V,,,,,QF,13,QF13,Y,,,,,,,,,
1544,Burnt Spaghetti,,,,,,,,,,Y,QF,13,QF13,Y,Spec,,,,,,,,
1545,Shallan,,,,,,,,,,Y,QF,13,QF13,Y,Spec,,,,,,,,
1546,Bridge Boy/Elithanathile,,,,,,,,,,Y,QF,13,QF13,Y,Spec,,,,,,,,
1547,Paranoid King,G,W,,,,E,,,,,QF,13,QF13,Y,,,,,,,,,
1548,TheMightyLopen,G,W,,,,S,,,,,QF,13,QF13,Y,,,,,,,,,
1549,RippleGylf,,,,,,,,,,Y,QF,13,QF13,Y,Spec,,,,,,,,
1550,STINK,E,L,,,,V,,,,,QF,13,QF13,Y,,,,,,,,,
1551,Amanuensis,,,,,,,,Y,,,QF,13,QF13,Y,GM,,,,,,,,
1552,Hellscythe,,,,,,,,,,Y,QF,13,QF13,Y,Spec,,,,,,,,
1553,Arraenae,,,,,,,,,,Y,QF,13,QF13,Y,Spec,,,,,,,,
1554,Elbereth,G,W,,,,S,,,,,QF,13,QF13,Y,,,,,,,,,
1555,Elkanah,,,,,,,,,,Y,QF,13,QF13,Y,Spec,,,,,,,,
1556,Kynedath,G,W,,,,E,,,,,QF,13,QF13,Y,,,,,,,,,
1557,DeathClutch,G,W,,,,S,,,,,QF,13,QF13,Y,,,,,,,,,
1558,Mark IV,G,W,,,,L,,,,,QF,13,QF13,Y,,,,,,,,,
1559,Mashadar Mistborn,,,,,,,,,,Y,QF,13,QF13,Y,Spec,,,,,,,,
1560,Water,,,,,,,,,,Y,QF,13,QF13,Y,Spec,,,,,,,,
1561,Luna,G,W,,,,I,Y,,,,QF,13,QF13,Y,,,,,,,,,
1562,Master Elodin,E,L,,,,L,,,,,QF,13,QF13,Y,,,,,,,,,
1563,Straw,G,W,,,,E,,,,,QF,13,QF13,Y,,,,,,,,,
1564,Meta,,,,,,,,,,Y,LG,18,LG18,Y,Spec,,,,,,,,
1565,Mailliw73,E,L,5,5,2,V,,,,,LG,18,LG18,Y,,,,,,,,,
1566,little wilson,,,,,,,,Y,,,LG,18,LG18,Y,GM,,,,,,,,
1567,Alvron,,,,,,,,,Y,,LG,18,LG18,Y,IM,,,,,,,,
1568,Aonar,,,,,,,,Y,,,LG,18,LG18,Y,GM,,,,,,,,
1569,Luckat,,,,,,,,,,Y,LG,18,LG18,Y,Spec,,,,,,,,
1570,A Joe in the Bush,G,W,,,0,S,,,,,LG,18,LG18,Y,,,,,,,,,
1571,Wyrmhero,,,,,,,,,,Y,LG,18,LG18,Y,Spec,,,,,,,,
1572,Sart,,,,,,,,,,Y,LG,18,LG18,Y,Spec,,,,,,,,
1573,Araris Valerian,G,W,5,7,1,F,,,,,LG,18,LG18,Y,,,,,,,,,
1574,Seonid,,,,,,,,,,Y,LG,18,LG18,Y,Spec,,,,,,,,
1575,dowanx,G,W,,,0,S,,,,,LG,18,LG18,Y,,,,,,,,,
1576,Ostrich,G,W,1,,1,O,,,,,LG,18,LG18,Y,,,,,,,,,
1577,Kipper,G,W,,3,0,N,,,,,LG,18,LG18,Y,,,,,,,,,
1578,Clanky,G,W,1,,2,S,,,,,LG,18,LG18,Y,,,,,,,,,
1579,Phattemer,,,,,,,,,,Y,LG,18,LG18,Y,Spec,,,,,,,,
1580,Wonko the Sane,G,W,,,0,S,,,,,LG,18,LG18,Y,,,,,,,,,
1581,neodymium,G,W,,2,0,N,,,,,LG,18,LG18,Y,,,,,,,,,
1582,Haelbarde,E,L,7,7,2,V,,,,,LG,18,LG18,Y,,,,,,,,,
1583,TheSilverDragon,,,,,,,,,,Y,LG,18,LG18,Y,Spec,,,,,,,,
1584,Orlok Tsubodai,,,,,,,,Y,,,LG,18,LG18,Y,GM,,,,,,,,
1585,Anamaximder,,,,,,,,,,Y,LG,18,LG18,Y,Spec,,,,,,,,
1586,Silverblade5,G,W,,3,0,N,,,,,LG,18,LG18,Y,,,,,,,,,
1587,Burnt Spaghetti,E,L,6,6,1,V,,,,,LG,18,LG18,Y,,,,,,,,,
1588,Shallan,,,,,,,,,,Y,LG,18,LG18,Y,Spec,,,,,,,,
1589,Bridge Boy/Elithanathile,G,W,3,3,1,N,,,,,LG,18,LG18,Y,,,,,,,,,
1590,Paranoid King,G,W,2,3,2,F,,,,,LG,18,LG18,Y,,,,,,,,,
1591,TheMightyLopen,G,W,4,,4,S,,,,,LG,18,LG18,Y,,,,,,,,,
1592,RippleGylf,,,,,,,,,,Y,LG,18,LG18,Y,Spec,,,,,,,,
1593,STINK,G,W,,,0,S,,,,,LG,18,LG18,Y,,,,,,,,,
1594,Amanuensis,,,,,,,,,,Y,LG,18,LG18,Y,Spec,,,,,,,,
1595,Hellscythe,,,,,,,,,,Y,LG,18,LG18,Y,Spec,,,,,,,,
1596,Arraenae,,,,,,,,,,Y,LG,18,LG18,Y,Spec,,,,,,,,
